+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|      go     |                    ... inspired to go back .                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     leaf    |                  service here leaves a lot ...                   |     forget.v.04     |    0.0     |    0.0     |    1.0     |
|      be     |                     ... lot to be desired .                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    desire   |                       ... to be desired .                        |     desire.v.01     |    0.25    |    0.0     |    0.75    |
|      be     |                   atmosphere is modern and ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   maintain  |               ... , while maintaining a touch ...                |      keep.v.01      |    0.0     |    0.0     |    1.0     |
|     come    |                  ... place to come back to ...                   |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     sit     |                   literally sat there for ...                    |      ride.v.01      |    0.0     |    0.0     |    1.0     |
|     ask     |                  ... no one asking to take ...                   |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     take    |                 ... asking to take our order ...                 |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     have    |                   burger had absolutely no ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |              ... meat itself was totally bland ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |              ... the burger was overcooked and ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   overcook  |             ... burger was overcooked and there ...              |    overcook.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                ... and there was no charcoal ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decide   |                     also decided not to ...                      |     decide.v.01     |    0.0     |    0.0     |    1.0     |
|     send    |                   ... not to send it back ...                    |       air.v.03      |    0.0     |    0.0     |    1.0     |
|     look    |               ... our waitress looked like she ...               |      look.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                   ... like she was on the ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                 ... verge of having a heart ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    dress    |                        dressed up to ...                         |      dress.v.02     |    0.0     |    0.0     |    1.0     |
|      be     |                   ... up to be treated so ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    treat    |                 ... to be treated so rudely ...                  |      treat.v.03     |    0.0     |   0.125    |   0.875    |
|      be     |                      was probably dirt ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     love    |                          this place ...                          |      love.v.02      |    1.0     |    0.0     |    0.0     |
|     hit     |                  ... place , hits the spot ...                   |      reach.v.01     |    0.0     |    0.0     |    1.0     |
|     want    |              ... when i want something healthy ...               |      want.v.02      |   0.125    |   0.125    |    0.75    |
|     lack    |               ... but not lacking in quantity ...                |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|    order    |                      ordered the lemon ...                       |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|      be     |            ... cocktail which was also incredible ...            |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     suck    |                     food sucked , which ...                      |     absorb.v.04     |    0.0     |    0.0     |    1.0     |
|    expect   |                 ... which we expected but it ...                 |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     suck    |                 ... but it sucked more than ...                  |     absorb.v.04     |    0.0     |    0.0     |    1.0     |
|     have    |                   ... we could have imagined .                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   imagine   |                    ... could have imagined .                     |     imagine.v.01    |    0.0     |    0.5     |    0.5     |
|   interest  |                             decor .                              |     concern.v.02    |   0.375    |    0.0     |   0.625    |
|      be     |                 ... like there is the crepe ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                       were served hot ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    serve    |                    were served hot bread ...                     |      serve.v.05     |    0.0     |    0.0     |    1.0     |
|     make    |                ... and home made potato chips ...                |      make.v.02      |    0.0     |    0.0     |    1.0     |
|    watch    |                   can watch them preparing ...                   |      watch.v.03     |    0.0     |    0.0     |    1.0     |
|   prepare   |            ... watch them preparing the delicious ...            |      cook.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... egg rolls were fantastic .                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    arrive   |                    my order arrived , one ...                    |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   ... the gyros was missing .                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     miss    |                     ... gyros was missing .                      |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     have    |                         had a salad ...                          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    leave    |              ... dessert and left feeling quite ...              |     forget.v.04     |    0.0     |    0.0     |    1.0     |
|     feel    |             ... and left feeling quite satisfied ...             |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|   satisfy   |                  ... feeling quite satisfied .                   |      meet.v.04      |   0.125    |    0.0     |   0.875    |
|      's     |                  ... how joey 's was voted ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  ... joey 's was voted best ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     vote    |                  ... 's was voted best hot ...                   |      vote.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                    ... place to go for a ...                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   never been more insulted ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    insult   |                ... been more insulted or felt ...                |      diss.v.01      |    0.0     |   0.125    |   0.875    |
|     feel    |               ... insulted or felt disrespected .                |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|  disrespect |                    ... or felt disrespected .                    |   disrespect.v.02   |   0.125    |   0.375    |    0.5     |
|      be     |                         is worth the ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                        had heard good ...                        |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     hear    |                    had heard good things ...                     |      learn.v.02     |    0.0     |    0.0     |    1.0     |
|    exceed   |               ... but it exceeding every hope ...                |     exceed.v.02     |    0.0     |    0.0     |    1.0     |
|     have    |                 ... i could have dreamed of ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    dream    |                   ... could have dreamed of .                    |      dream.v.01     |    0.0     |   0.125    |   0.875    |
|      be     |                        was great and ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  ... and so was the serivce ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     help    |                      ... beer didn't help .                      |      help.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                       is friendly and ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    invite   |                   ... friendly and inviting .                    |     receive.v.05    |    0.0     |    0.0     |    1.0     |
|     live    |                       lived here since ...                       |     survive.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                  ... and this was the first ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     step    |               ... time i've stepped foot into ...                |      pace.v.03      |    0.0     |    0.0     |    1.0     |
|     have    |                         have been an ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                       have been an off ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                      sides are delish - ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     mix     |                ... delish - mixed mushrooms , ...                |      blend.v.03     |    0.0     |    0.0     |    1.0     |
|     show    |                  ... bug never showed up i ...                   |     express.v.01    |    0.0     |    0.0     |    1.0     |
|     have    |                   ... i would have given a ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     give    |                   ... would have given a 4 ...                   |      give.v.18      |   0.125    |    0.0     |   0.875    |
|      be     |                ... this bug was climbing was ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    climb    |                 ... bug was climbing was the ...                 |      climb.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               ... was climbing was the kitchen ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     wait    |                 ... we we're waiting for her ...                 |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|   realize   |                 ... when we realized that it ...                 |      gain.v.08      |    0.0     |    0.0     |    1.0     |
|     come    |                ... it wasn't coming any time ...                 |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|     love    |                   friend loved the salmon ...                    |      love.v.02      |    1.0     |    0.0     |    0.0     |
|      go     |                            go back .                             |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                       was good though ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                 jamaican mojitos are delicious .                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                        are small and ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                     the food is rich so ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  shower area is outside so ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    rinse    |                   ... can only rinse , not ...                   |      wash.v.01      |    0.0     |   0.125    |   0.875    |
|     take    |                    ... , not take a full ...                     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|      be     |                ... don't mind being nude for ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     see     |                      ... everyone to see !                       |       see.v.05      |   0.125    |    0.0     |   0.875    |
|      be     |                      service was a bit ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     lack    |                       ... a bit lacking .                        |      miss.v.06      |   0.125    |    0.0     |   0.875    |
|     need    |                ... filet all needed salt and ...                 |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|      be     |                 ... course there is none at ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     bode    |                     this bodes for them ...                      |      bode.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                  ... for them going out of ...                   |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     cook    |                  ... who can cook can come ...                   |      cook.v.02      |    0.0     |    0.0     |    1.0     |
|     come    |                      ... cook can come in .                      |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                        was either too ...                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     love    |                       loved the bacon ...                        |      love.v.02      |    1.0     |    0.0     |    0.0     |
|     wrap    |                  ... the bacon wrapped dates .                   |     envelop.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                      is an unbelievable ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     make    |                 ... otto always make us feel ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     feel    |                 ... make us feel so welcome ...                  |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|      be     |                         is the place ...                         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                   ... i first had pho and ...                    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                   ... and it was amazing ! ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                      ... it was amazing ! !                      |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     make    |             wonderful experience made this place ...             |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                 ... whenever we are in town ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    enjoy    |                ... , then enjoy dealing with ...                 |      love.v.02      |    1.0     |    0.0     |    0.0     |
|     deal    |               ... then enjoy dealing with the ...                |     manage.v.02     |    0.0     |    0.0     |    1.0     |
|    annoy    |              ... worst / annoying drunk people ...               |      annoy.v.01     |    0.0     |    0.0     |    1.0     |
|    order    |                           a double ...                           |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|     get     |               ... cheeseburger & got a single ...                |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |               ... patty that was falling apart ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     fall    |                 ... that was falling apart ( ...                 |    decrease.v.01    |    0.0     |    0.0     |    1.0     |
|    upload   |                ... ( picture uploaded ) yeah ...                 |     upload.v.01     |    0.0     |    0.0     |    1.0     |
|     suck    |                       ... , still sucks .                        |     absorb.v.04     |    0.0     |    0.0     |    1.0     |
|     have    |                    place to have a couple ...                    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    watch    |                 ... drinks and watch any and ...                 |      watch.v.03     |    0.0     |    0.0     |    1.0     |
|    sport    |                ... and all sporting events as ...                |      sport.v.01     |   0.375    |    0.25    |   0.375    |
|      be     |                ... the walls are covered with ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    cover    |                ... walls are covered with tv ...                 |      cover.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                     it were possible to ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     give    |                ... possible to give them zero ...                |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     zero    |                  ... give them zero stars , ...                  |      zero.v.01      |    0.0     |    0.0     |    1.0     |
|     have    |                      ... , they'd have it .                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     say     |                   descriptions said " yum ...                    |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     say     |                  ... and another said " eel ...                  |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     say     |                 ... yet another said " spicy ...                 |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                 ... the rolls had sauces on ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     say     |                        say that would ...                        |      state.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                ... that would be the hardest ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    taste    |                 ... 's dishes taste how they ...                 |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                 ... how they are supposed to ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   suppose   |                ... they are supposed to taste ...                |      think.v.02     |   0.125    |    0.0     |   0.875    |
|    taste    |               ... supposed to taste ( amazing ...                |     sample.v.01     |    0.0     |    0.0     |    1.0     |
|    amaze    |                     ... taste ( amazing ) .                      |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     have    |                      she had not rolled ...                      |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     roll    |                 ... had not rolled the eyes ...                  |      roll.v.12      |   0.125    |   0.375    |    0.5     |
|     have    |                  ... we may have stayed ... ...                  |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     stay    |                 ... may have stayed ... not ...                  |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                   ... we will go back and ...                    |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     try     |                  ... back and try it again ...                   |       try.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                      is very attentive ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   provide   |         ... attentive , providing excellent customer ...         |     supply.v.01     |    0.0     |    0.0     |    1.0     |
|    waste    |                   - don't waste your time ...                    |      waste.v.01     |   0.125    |    0.0     |   0.875    |
|      be     |                this dish was quite flavourful ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |             ... the restaurant was almost empty ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                  ... so there was no excuse ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |              ... the building was freezing cold ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    freeze   |                 ... building was freezing cold .                 |     freeze.v.04     |    0.0     |    0.0     |    1.0     |
|     say     |                ... other reviewer said " you ...                 |      state.v.01     |    0.0     |    0.0     |    1.0     |
|     pay     |                  ... you couldn't pay me to ...                  |       pay.v.01      |    0.0     |    0.0     |    1.0     |
|     eat     |                    ... me to eat at this ...                     |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|     take    |                     drinks took close to ...                     |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     come    |                  ... minutes to come out at ...                  |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      go     |                    ... place i went to in ...                    |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                    lighting is just dark ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     set     |                  ... enough to set the mood ...                  |       put.v.01      |    0.0     |    0.0     |    1.0     |
|     base    |                            on the ...                            |    establish.v.08   |    0.0     |    0.0     |    1.0     |
|   receive   |                ... service i received and no ...                 |   experience.v.03   |    0.0     |    0.0     |    1.0     |
|     show    |              ... effort to show their gratitude ...              |     express.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                  ... i won't be going back ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                    ... won't be going back .                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                     's are really great ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                    is nothing privileged ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  privilege  |             is nothing privileged about working ...              |    privilege.v.01   |   0.125    |    0.0     |   0.875    |
|     work    |            ... privileged about working / eating ...             |      shape.v.02     |    0.0     |    0.0     |    1.0     |
|     eat     |                   ... working / eating there .                   |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|      be     |                greek dressing was very creamy ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    think    |                   ... i don't think that i ...                   |      think.v.02     |   0.125    |    0.0     |   0.875    |
|     take    |                 ... i would take my parents ...                  |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|     make    |                ... because they made most of ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     feel    |                    ... i silently felt too .                     |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|      be     |                ... pizza itself was good the ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |               ... peanut sauce was very tasty ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                           had 7 at ...                           |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |               ... the service was pretty fast ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     give    |             ... would 've given godfathers zero ...              |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     zero    |              ... given godfathers zero stars if ...              |      zero.v.01      |    0.0     |    0.0     |    1.0     |
|     know    |                         know how to ...                          | sleep_together.v.01 |   0.375    |   0.125    |    0.5     |
|     make    |                  ... how to make them here ...                   |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     hope    |                       hope this place ...                        |      hope.v.01      |   0.125    |   0.125    |    0.75    |
|    stick    |                  ... this place sticks around .                  |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     have    |                         have been in ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                      have been in more ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      do     |                    ... , and do not ever ...                     |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|    recall   |              ... not ever recall being charged ...               |    remember.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |              ... ever recall being charged for ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    charge   |               ... recall being charged for tap ...               |     agitate.v.02    |    0.0     |    0.25    |    0.75    |
|      be     |              restaurant atmosphere was exquisite .               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     boot    |                         ... , to boot !                          |      boot.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                    seafood was fresh and ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                      service was not up ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                   far , have only visited ...                    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    visit    |               ... have only visited twice and ...                |     inflict.v.01    |    0.0     |   0.625    |   0.375    |
|      be     |            ... the food was absolutely delicious ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                    ... when i had it more ...                    |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   proclaim  |                a self proclaimed coffee cafe ...                 |      laud.v.01      |    0.75    |    0.0     |    0.25    |
|      be     |               ... , i was wildly disappointed ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                  ... was wildly disappointed .                   |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |                veggitarian platter is out of ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     cant    |                        cant go wrong ...                         |      cant.v.01      |    0.0     |    0.0     |    1.0     |
|      go     |                      cant go wrong with ...                      |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     beat    |                        can't beat that .                         |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     stop    |                           by this ...                            |       end.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                   chefs were friendly and ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      do     |                 ... friendly and did a good ...                  |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|     have    |                         had better , ...                         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|   dedicate  |               ... only from dedicated boba tea ...               |      give.v.18      |   0.125    |    0.0     |   0.875    |
|     like    |                       liked the patio ...                        |      wish.v.02      |   0.125    |    0.0     |   0.875    |
|      be     |                ... the service was outstanding .                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    skimp    |                 ... taco didn't skimp on the ...                 |     scrimp.v.01     |    0.0     |   0.125    |   0.875    |
|     wow     |                 ... meat and wow what flavor ...                 |       wow.v.01      |   0.375    |    0.0     |   0.625    |
|    think    |                         think not again                          |      think.v.02     |   0.125    |    0.0     |   0.875    |
|     have    |                         had the mac ...                          |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                 ... and it was pretty bland ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                 ... will not be getting that ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     get     |                ... not be getting that again ...                 |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      go     |                        went to bachi ...                         |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |         ... recommendation and was not disappointed ...          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                    ... was not disappointed .                    |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|    stink    |                          stinks here !                           |      reek.v.02      |    0.0     |   0.875    |   0.125    |
|     wait    |                      waited and waited ...                       |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     wait    |                       waited and waited .                        |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                     place is not quality ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                      ... , it is not a ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  recommend  |             would definitely recommend the wings ...             |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|      go     |                      that went wrong : ...                       |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     burn    |                ... - they burned the saganaki ...                |      burn.v.03      |    0.0     |    0.0     |    1.0     |
|     wait    |                        waited an hour ...                        |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                 ... for what was a breakfast ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |                  ... i could have done 100 ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|      do     |                ... could have done 100 times ...                 |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                        place is amazing !                        |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    amaze    |                        place is amazing !                        |     perplex.v.01    |   0.125    |    0.25    |   0.625    |
|     hate    |                       hate to disagree ...                       |      hate.v.01      |    0.0     |    0.75    |    0.25    |
|   disagree  |                   hate to disagree with my ...                   |    disagree.v.01    |   0.125    |   0.125    |    0.75    |
|      be     |                ... and i were so disappointed ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |              ... were so disappointed with this ...              |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|     wait    |                           2 hours ...                            |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|     get     |                  ... & never got either of ...                   |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     come    |                   ... us who came in later ...                   |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      do     |                        ... in later did !                        |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|     know    |                     don't know why they ...                      | sleep_together.v.01 |   0.375    |   0.125    |    0.5     |
|      be     |                  ... why they were so slow ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                       staff is great , ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                   ... the food is delish , ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |               ... and they have an incredible ...                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     live    |                         live in the ...                          |     survive.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                  ... so i am disappointed i ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |                ... i am disappointed i won't ...                 |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|      be     |                   ... i won't be back here ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... because it is a convenient ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     know    |                   didn't know pulled pork ...                    | sleep_together.v.01 |   0.375    |   0.125    |    0.5     |
|     pull    |                didn't know pulled pork could ...                 |     attract.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |              ... pork could be soooo delicious ...               |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     get     |                     get incredibly fresh ...                     |      make.v.02      |    0.0     |    0.0     |    1.0     |
|   prepare   |                ... fish , prepared with care ...                 |      cook.v.02      |    0.0     |    0.0     |    1.0     |
|      go     |                          i go in to ...                          |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     give    |                      ... why i gave a 1 ...                      |      give.v.18      |   0.125    |    0.0     |   0.875    |
|    please   |               ... star rating please know that ...               |     please.v.01     |   0.625    |    0.0     |   0.375    |
|     know    |               ... rating please know that this ...               | sleep_together.v.01 |   0.375    |   0.125    |    0.5     |
|      be     |                  ... that this was my third ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     eat     |                ... third time eating at bachi ...                |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|    write    |              ... burger before writing a review ...              |      write.v.01     |    0.0     |    0.0     |    1.0     |
|     love    |                        love the fact ...                         |      love.v.02      |    1.0     |    0.0     |    0.0     |
|      be     |                  ... their menu is worth it ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                   ... will i be dining at ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     dine    |                   ... i be dining at this ...                    |      dine.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                    food was excellent and ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... and service was very good ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    please   |                          stay away ...                           |     please.v.01     |   0.625    |    0.0     |   0.375    |
|     stay    |                        stay away from ...                        |      stay.v.01      |    0.0     |    0.0     |    1.0     |
|     stir    |              ... the shrimp stir fried noodles ...               |    stimulate.v.06   |    0.25    |   0.375    |   0.375    |
|     fry     |                 ... shrimp stir fried noodles .                  |       fry.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... chip order was sad ... ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    count    |              ... could probably count how many ...               |      count.v.08     |    0.25    |    0.0     |    0.75    |
|      be     |                 ... many chips were in that ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                ... and it was probably around ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                      was really boring ...                       |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     bore    |                       was really boring .                        |      bore.v.01      |   0.125    |    0.0     |   0.875    |
|     see     |               ... will never see another dime ...                |       see.v.05      |   0.125    |    0.0     |   0.875    |
