+-------------+-------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb    |                        context                        |         synset         | Polarity + | Polarity - | Polarity = |
|      be     |      ... web browsing is significantly faster ...     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                ... phones i have used .               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     use     |                   ... i have used .                   |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    build    |               quality build , unlike ...              |     construct.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               item is fantastic and ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |          ... fantastic and works perfectly !          |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     love    |               i just love the colors ...              |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |                   is just superb ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |                 i can do is whine ...                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |               ... can do is whine on ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      go     |               ... here it goes . the ...              |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     use     |              ... more i use the thing ...             |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     like    |                  ... less i like it .                 |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|      be     |                  is essentially a ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |         ... tool that does not communicate ...        |      perform.v.01      |    0.0     |    0.0     |    1.0     |
| communicate |               ... does not communicate .              |    communicate.v.02    |    0.0     |   0.125    |   0.875    |
|     work    |               ... ; it work the same ...              |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     get     |               ... one i got with the ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|   maintain  |            still maintain that monkeys ...            |       keep.v.01        |    0.0     |    0.0     |    1.0     |
|     make    |      ... monkeys shouldn't make headphones , ...      |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     copy    |             ... dna to copy the design ...            |      imitate.v.01      |   0.375    |    0.0     |   0.625    |
|     work    |                 ... its not working .                 |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |              ... of it is very sharp ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |             ... the screen is nice and ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hate    |                thing i hate is the ...                |       hate.v.01        |    0.0     |    0.75    |    0.25    |
|      be     |               ... i hate is the mode ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     set     |             ... the mode set button at ...            |        put.v.01        |    0.0     |    0.0     |    1.0     |
|    thank    |                      you for ...                      |       thank.v.01       |    0.0     |    0.0     |    1.0     |
|    waste    |              you for wasting my money ...             |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|      be     |                 can that be ? the ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |              ... audio quality is poor .              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... and tips are really great ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    offer    |            file browser offers all the ...            |       offer.v.01       |    0.0     |    0.0     |    1.0     |
|     need    |           ... that one needs . handsfree ...          |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|      be     |               ... . handsfree is great .              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   connect   |                 connected my wife ...                 |     associate.v.01     |    0.0     |    0.0     |    1.0     |
|     work    |              ... and it worked like a ...             |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |              ... the phone was in my ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     put     |                   put the latest ...                  |        put.v.01        |    0.0     |    0.0     |    1.0     |
|     like    |              ... it now likes to slow ...             |       wish.v.02        |   0.125    |    0.0     |   0.875    |
|     slow    |               ... likes to slow to a ...              |    decelerate.v.01     |    0.0     |    0.0     |    1.0     |
|     lock    |            ... crawl and lock up every ...            |      engage.v.10       |    0.0     |    0.0     |    1.0     |
|  recognize  |             only recognizes the phone ...             |    acknowledge.v.06    |    0.0     |    0.0     |    1.0     |
|     buzz    |           ... a loud buzzing to override ...          |       buzz.v.01        |    0.0     |    0.0     |    1.0     |
|   override  |          ... buzzing to override all your ...         |     overrule.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |             ... this phone is for you ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     buy     |                  buy this product ...                 |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |                had this bluetoooth ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     fit     |               ... way it fits on the ...              |       equip.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |             sound quality is good and ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... and functionality is awesome .          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                  have this phone ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               ... and it is a thorn ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    abhor    |                ... i really abhor it .                |       abhor.v.01       |    0.0     |    0.25    |    0.75    |
|     have    |            recently had problems where ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     stay    |          ... could not stay connected for ...         |       stay.v.01        |    0.0     |    0.0     |    1.0     |
|   connect   |          ... not stay connected for more ...          |     associate.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |        ... minutes before being disconnected .        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disconnect |            ... before being disconnected .            |    disconnect.v.02     |    0.0     |    0.0     |    1.0     |
|    check    |              when i check voice mail ...              |       match.v.01       |   0.375    |    0.0     |   0.625    |
|     turn    |          ... keypad backlight turns off a ...         |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|     lose    |                  ... then i'm lost .                  |       lose.v.05        |    0.0     |   0.125    |   0.875    |
|     die     |               replacement died in a ...               |        die.v.01        |    0.0     |    0.0     |    1.0     |
|     buy     |                  ... phone to buy . .                 |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |              they have been extremely ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |           they have been extremely nice ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                 have had problems ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |               have had problems wit ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     hit     |        ... problems wit hit dropping signal ...       |       reach.v.01       |    0.0     |    0.0     |    1.0     |
|     drop    |          ... wit hit dropping signal and ...          |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|   impress   |                      impressed .                      |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|    notice   |             ... i hardly notice it is ...             |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |                ... notice it is there .               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love    |                   love how thin ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |                    ... thin it is .                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |               color is even prettier ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    think    |            ... than i thought it would ...            |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be     |               ... it would be , and ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |       ... the graphics are incredibly sharp ...       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    think    |               ... all i think it was ...              |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be     |              ... think it was a good ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make    |                 makes very strange ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     tick    |       ... very strange ticking noises before ...      |       tick.v.02        |    0.0     |    0.0     |    1.0     |
|     end     |            ... before it ends the call ...            |        end.v.01        |    0.0     |    0.0     |    1.0     |
|     last    |                    lasts only a ...                   |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|   impress   |            ... , very impressed - h500 ...            |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|      be     |             ... camera , being a part ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |          ... phone , is reasonably good7 ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                    had this for ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |            ... and it has worked great ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     work    |            ... it has worked great for ...            |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|   transmit  |                    transmit audio .                   |        air.v.03        |    0.0     |    0.0     |    1.0     |
|      be     |                   are sending it ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     send    |                are sending it back ...                |        air.v.03        |    0.0     |    0.0     |    1.0     |
|      do     |                   did not bother ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    bother   |           did not bother contacting the ...           |       annoy.v.01       |    0.0     |    0.0     |    1.0     |
|   contact   |       ... not bother contacting the company ...       |       touch.v.05       |    0.0     |    0.0     |    1.0     |
|    learn    |            ... but i learned the lesson ...           |       teach.v.01       |    0.5     |    0.0     |    0.5     |
|     have    |          ... should not have bought this ...          |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     buy     |           ... not have bought this form ...           |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|     hate    |                 you hate earbugs , ...                |       hate.v.01        |    0.0     |    0.75    |    0.25    |
|    avoid    |           ... earbugs , avoid this phone ...          |       debar.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |                range is very decent ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |              ... , i've been able to ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     roam    |             ... able to roam around my ...            |       roll.v.12        |   0.125    |   0.375    |    0.5     |
|     live    |            ... in the living room with ...            |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|  recommend  |             would highly recommend this .             |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|  recommend  |                 would recommend this .                |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     feel    |               ... , it felt like it ...               |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|    crack    |            ... it would crack with use ...            |       crack.v.01       |    0.0     |    0.0     |    1.0     |
|  embarrass  |            kind of embarrassing to use ...            |     obstruct.v.01      |    0.0     |    0.0     |    1.0     |
|     use     |         ... embarrassing to use because of ...        |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     look    |            ... how it looks and mostly ...            |       look.v.02        |    0.0     |    0.0     |    1.0     |
|  embarrass  |    ... mostly it's embarrassing how child-like ...    |     obstruct.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... the company is .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    expect   |            ... , i'd expected a better ...            |      expect.v.03       |    0.0     |    0.25    |    0.75    |
|     have    |         ... that i have never experienced ...         |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|  experience |          ... have never experienced before .          |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|      be     |                 are certainly very ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... and functionality is decent .           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |          ... this one is very lightweight ...         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disappoint |                  a bit disappointed .                 |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|     have    |                   have had this ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                have had this phone ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     tell    |               ... i will tell you , ...               |       state.v.01       |    0.0     |    0.0     |    1.0     |
|    order    |                  ordered this for ...                 |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|    think    |              ... but i think it only ...              |       think.v.02       |   0.125    |    0.0     |   0.875    |
|     work    |             ... it only worked once ( ...             |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     use     |               ... i first used it ) ...               |        use.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |           battery is completely useless ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    waste    |                    waste your $ ...                   |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|    please   |                 pleased with this ...                 |      please.v.01       |   0.625    |    0.0     |   0.375    |
|  recommend  |             ... . i recommend you this ...            |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|      be     |                  was very excited ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    excite   |              was very excited to get ...              |     stimulate.v.06     |    0.25    |   0.375    |   0.375    |
|     get     |          ... excited to get this headset ...          |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    think    |            ... because i thought it was ...           |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be     |           ... thought it was really cute ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |                      not make ...                     |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     make    |                 not make the same ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |               phone was unusable and ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |            ... unusable and was not new ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   provide   |            ... ear gels provided , and ...            |      supply.v.01       |    0.0     |    0.0     |    1.0     |
|    defeat   |                defeats the purpose ...                | get_the_better_of.v.01 |    0.0     |    0.0     |    1.0     |
|     work    |               ... and they work great !               |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |               is excrutiatingly slow ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                is very comfortable ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     wear    |          ... comfortable to wear as well ...          |       tire.v.02        |    0.25    |    0.0     |    0.75    |
|      be     |            ... , which is probably the ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use     |           ... aspect about using a case ...           |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     fit     |                    fits like a ...                    |       equip.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |             ... glove and is strong , ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |             ... phone i have ever had ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |                  ... have ever had .                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    appear   |          ... attractive and appears to be ...         |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |             ... appears to be of good ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love    |                    love all the ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     have    |                product had a strong ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |        ... smell that was unbearable after ...        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    cause    |             ... while and caused me to ...            |      induce.v.02       |    0.0     |    0.0     |    1.0     |
|    return   |                  ... me to return it                  |      refund.v.01       |    0.0     |    0.0     |    1.0     |
|     look    |                cable looks so thin ...                |       look.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |                  ... , it is scary .                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use     |                for using with your ...                |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |                     had this a ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     work    |         ... but it's worked flawlessly so ...         |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |                 life is real good ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    return   |                      8 hours ...                      |      refund.v.01       |    0.0     |    0.0     |    1.0     |
|    waste    |                  waste your money ...                 |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|     love    |                    this headset ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
|    drain    |           ... will it drain your player ...           |       drain.v.03       |    0.0     |    0.0     |    1.0     |
|     fry     |             ... also potentially fry it .             |        fry.v.02        |    0.0     |    0.0     |    1.0     |
|     work    |                      perfectly !                      |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     give    |                   - i'm giving up .                   |       give.v.18        |   0.125    |    0.0     |   0.875    |
|     give    |                     gave it 5 ...                     |       give.v.18        |   0.125    |    0.0     |   0.875    |
|    avoid    |                      this one ...                     |       debar.v.02       |    0.0     |    0.0     |    1.0     |
|     work    |                   plug works great .                  |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|    waste    |                  wasted my little ...                 |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|      be     |               of all is the rotating ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    rotate   |           ... is the rotating feature , ...           |      revolve.v.01      |    0.0     |    0.0     |    1.0     |
|     love    |                love this bluetooth ...                |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     wear    |               ... it doesn't wear well .              |       tire.v.02        |    0.25    |    0.0     |    0.75    |
|      be     |                 am very impressed ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   impress   |            am very impressed with this ...            |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|     get     |                   got it because ...                  |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |            ... because it was so small ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  recommend  |           wouldn't recommend buying this ...          |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     buy     |       wouldn't recommend buying this product ...      |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |                  item is great , ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    instal   |             ... great , installed it , ...            |      install.v.01      |    0.0     |    0.0     |    1.0     |
|     let     |              ... it , let it charged ...              |        let.v.01        |    0.0     |    0.0     |    1.0     |
|    charge   |           ... let it charged up overnite ...          |      agitate.v.02      |    0.0     |    0.25    |    0.75    |
|     have    |            ... and it has been working ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |            ... it has been working good ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |          ... has been working good every ...          |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     buy     |                        buy it .                       |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|      do     |                    not purchase ...                   |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|   purchase  |              not purchase this phone ...              |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |             ... the handset is excellent .            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                   is hands down ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |                  ... i've ever had .                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    attack   |           ... my cat attacked the phone ...           |      attack.v.01       |    0.0     |    0.0     |    1.0     |
|   scratch   |       ... phone he scratched the protective ...       |      scratch.v.07      |    0.0     |    0.0     |    1.0     |
|   destroy   |        ... instead of destroying the screen ...       |      destroy.v.02      |    0.0     |    0.5     |    0.5     |
|      be     |           ... works and was priced right ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    price    |               ... and was priced right .              |       price.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |                 service was terrible .                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     send    |                      it back ...                      |        air.v.03        |    0.0     |    0.0     |    1.0     |
|     know    |                   i know that i ...                   |  sleep_together.v.01   |   0.375    |   0.125    |    0.5     |
|     make    |               ... that i made a wise ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    invent   |           shouldve invented this sooner ...           |      invent.v.01       |    0.0     |    0.0     |    1.0     |
|     work    |                   worked on the ...                   |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |      ... the device was certainly engineered ...      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   engineer  |         ... was certainly engineered in a ...         |    mastermind.v.01     |    0.0     |    0.0     |    1.0     |
|     feel    |           ... the construction feels good .           |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|   receive   |                received it quickly ...                |    experience.v.03     |    0.0     |    0.0     |    1.0     |
|     work    |              ... and it works great ! ...             |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     have    |                    been working ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                 been working great ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |                  been working great .                 |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|   complain  |             many people complained , i ...            |     complain.v.01      |    0.0     |    0.75    |    0.25    |
|     find    |             ... , i found this headset ...            |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |          ... 's microphone was very weak ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     hold    |         ... from tracfone holds the charge ...        |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|      do     |                    do not care ...                    |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     care    |               do not care about the ...               |      manage.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |                     is a good ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get     |             ... and it got here really ...            |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |            instruction manual is lacking .            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     lack    |                ... manual is lacking .                |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|     fit     |             ... enough to fit into my ...             |       equip.v.01       |    0.0     |    0.0     |    1.0     |
|     dock    |      ... alarm clock docking station without ...      |       dock.v.05        |    0.0     |    0.0     |    1.0     |
|    remove   |       ... station without removing the case ...       |      remove.v.01       |    0.0     |    0.0     |    1.0     |
|     hold    |               now holds charge like ...               |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|      do     |              ... like it did when it ...              |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be     |                 ... when it was new .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |              battery is unreliable as ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |          ... sound quality is quite poor ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   compare   |          ... quite poor compared with the ...         |      compare.v.01      |    0.0     |   0.125    |   0.875    |
|     wire    |          ... my previous wired headset ( ...          |       cable.v.01       |    0.0     |    0.0     |    1.0     |
|     plug    |             ... ( that plugged into an ...            |       plug.v.04        |    0.0     |    0.0     |    1.0     |
|     have    |                   have gotten a ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     get     |                 have gotten a lot ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |                  is definitely a ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |              ... a must have if your ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      do     |           ... your state does not allow ...           |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    allow    |           ... does not allow cell phone ...           |        let.v.01        |    0.0     |    0.0     |    1.0     |
|    drive    |               ... usage while driving .               |        tug.v.02        |    0.0     |    0.0     |    1.0     |
|     want    |                   want my money ...                   |       want.v.02        |   0.125    |   0.125    |    0.75    |
|     love    |                  love this device ...                 |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be     |                    am also very ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    order    |                ordered this product ...               |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|      be     |           ... first and was unhappy with ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |               ngage is still lacking ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     lack    |          ... is still lacking in earbuds ...          |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|      be     |                    was able to ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |            ... able to do voice dialing ...           |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     dial    |            ... do voice dialing in the ...            |       dial.v.01        |    0.0     |    0.0     |    1.0     |
|     have    |                   have 2-3 bars ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                ... when i am home , ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     cant    |             ... but you cant not hear ...             |       cant.v.01        |    0.0     |    0.0     |    1.0     |
|     hear    |              ... cant not hear anything .             |       learn.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |               riingtones are not the ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |           ... and neither are the games ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |                 plug did not work ...                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     work    |             ... did not work very well ...            |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     suck    |                        sucks .                        |      absorb.v.04       |    0.0     |    0.0     |    1.0     |
|      be     |              battery is working well ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |             battery is working well as ...            |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     come    |          ... original that came with the ...          |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |                reception is excellent !               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     fit     |                fits comfortably in ...                |       equip.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |             ... the sound is clear and ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     last    |           ... the charge lasts a couple ...           |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|     have    |             ... you don't have to mess ...            |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have    |            ... since you have the sound ...           |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     last    |              . long lasting battery ( ...             |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|     have    |           ... you don't have to recharge ...          |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   recharge  |             ... have to recharge it as ...            |     recharge.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                 there is a problem ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  disappoint |                    disappointing .                    |    disappoint.v.01     |    0.0     |    0.25    |    0.75    |
|      be     |                 was an inexpensive ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |        ... would still have expected better ...       |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    expect   |       ... still have expected better quality ...      |      expect.v.03       |    0.0     |    0.25    |    0.75    |
|      be     |               is practically useless ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do     |            ... useless and did not add ...            |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     add     |              ... did not add any kind ...             |        add.v.01        |    0.0     |    0.0     |    1.0     |
|     buy     |                ... after i bought it .                |        buy.v.01        |    0.0     |    0.0     |    1.0     |
|      be     |                     not happy ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    break    |          ... junk that broke after being ...          |      unwrap.v.02       |    0.0     |    0.0     |    1.0     |
|      be     |            ... broke after being on my ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work    |               battery works great in ...              |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     drop    |                  dropped my phone ...                 |       spend.v.02       |    0.0     |    0.0     |    1.0     |
|     say     |                ... i can say , even ...               |       state.v.01       |    0.0     |    0.0     |    1.0     |
|      be     |            ... my phone is still great ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be     |                  is terrible and ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have    |          little device has transformed my ...         |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|  transform  |    ... device has transformed my organizational ...   |     translate.v.02     |    0.0     |    0.0     |    1.0     |
|     make    |          ... capability and made my life ...          |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be     |                   was sitting in ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     sit     |                 was sitting in my ...                 |       ride.v.01        |    0.0     |    0.0     |    1.0     |
|     lose    |             ... the headset lost signal .             |       lose.v.05        |    0.0     |   0.125    |   0.875    |
