+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|     own      |               ... and quaid owned " great ...                |        own.v.01        |    0.0     |    0.0     |    1.0     |
|   remember   |              ... hard to remember that the ...               |     remember.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |              ... ray charles is being acted ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... charles is being acted , ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |                 ... is being acted , and ...                 |        act.v.01        |    0.0     |    0.0     |    1.0     |
|     play     |                ... and not played by the ...                 |        act.v.03        |    0.0     |    0.0     |    1.0     |
|      be      |                    charles is legendary .                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   provide    |        ... ' life provided excellent biographical ...        |      supply.v.01       |    0.0     |    0.0     |    1.0     |
|      go      |               ... , which goes well beyond ...               |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |            ... well beyond being just another ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                        is a great ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find     |                 i mostly find his films ...                  |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    watch     |                     ... time to watch .                      |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|   perfect    |          ... pretty much perfected the thriller ...          |      perfect.v.01      |    0.0     |    0.0     |    1.0     |
|    pander    |                  this pandering to the ...                   |      gratify.v.02      |   0.125    |    0.0     |   0.875    |
|   sabotage   |           ... audience that sabotages most of ...            |     sabotage.v.01      |    0.0     |    0.0     |    1.0     |
|     lack     |             ... whole story lacks a certain ...              |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|    rumble    |               plot simply rumbles on like ...                |      grumble.v.03      |    0.0     |   0.375    |   0.625    |
|    depend    |            ... , desperately depending on the ...            |       count.v.08       |    0.25    |    0.0     |    0.75    |
|      be      |                      are the usual ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                is extremely uninteresting ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|              |                 is extremely uninteresting .                 |   uninteresting.a.01   |    0.25    |    0.5     |    0.25    |
|      be      |                       is a chilly ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     live     |              ... an author living / working ...              |      survive.v.01      |    0.0     |    0.0     |    1.0     |
|     work     |                ... living / working in a ...                 |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     hold     |        ... reenactments don't hold your attention ...        |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|      be      |         ... because they are emotionally adrift ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     sit      |               ... it just sits there being ...               |       ride.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |              ... sits there being awful ... ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     sing     |          ... with soldiers singing songs about ...           |       sing.v.02        |    0.0     |    0.0     |    1.0     |
|    pledge    |        ... masculinity they pledge themselves to ...         |       toast.v.02       |    0.0     |    0.0     |    1.0     |
|              |           ... to , hairsplitting about purity ...            |     finespun.s.02      |    0.5     |    0.0     |    0.5     |
|     bear     |                     can bore you to ...                      |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     kill     |               ... , and kill the momentum ...                |       kill.v.01        |    0.0     |    0.5     |    0.5     |
|     have     |                        has made a ...                        |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     make     |                    has made a resume ...                     |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    resume    |                ... made a resume full of ...                 |      sum_up.v.01       |    0.0     |    0.0     |    1.0     |
|    watch     |                i first watched this movie ...                |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|     love     |                      ... , i loved it .                      |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      be      |                  was totally fascinated ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  fascinate   |              was totally fascinated by the ...               |      capture.v.02      |    0.5     |    0.0     |    0.5     |
|    dance     |             ... , the dancing ... everything ...             |       dance.v.02       |    0.0     |    0.0     |    1.0     |
|    watch     |             ... i recently watched the whole ...             |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |             ... and i was completely struck ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    strike    |             ... was completely struck by how ...             |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|      be      |               ... the storyline was - how ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   contain    |               ... how it contained holes , ...               |       hold.v.11        |    0.0     |    0.0     |    1.0     |
|    dance     |                 ... horrid the dancing was .                 |       dance.v.02       |    0.0     |    0.0     |    1.0     |
|      be      |                    ... the dancing was .                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     mean     |                        mean , in ...                         |       mean.v.03        |    0.0     |    0.0     |    1.0     |
|     have     |             ... would never have gotten into ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     get      |             ... never have gotten into that ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |            ... whole thing was quite pathetic ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     lack     |          ... developments also lacked in depth ...           |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|     talk     |                    , talk about awful ...                    |       talk.v.02        |    0.0     |    0.0     |    1.0     |
|      do      |                        not waste ...                         |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    waste     |                   not waste your time ...                    |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|      be      |                       was just too ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      go      |                  ... i could go on and ...                   |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     make     |             what really made it unwatchable ...              |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |           ... it unwatchable was the direction ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     tell     |                 can't even tell if they ...                  |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |               ... if they have any talent ...                |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have     |             ... not only have pathetic lines ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    speak     |                ... lines to speak but the ...                |       talk.v.02        |    0.0     |    0.0     |    1.0     |
|     give     |              ... the director gave them no ...               |       give.v.18        |   0.125    |    0.0     |   0.875    |
|    check     |                  you check the director ...                  |       match.v.01       |   0.375    |    0.0     |   0.625    |
|     see      |                ... you will see why this ...                 |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     have     |              ... film didn't have a chance ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                 ... not even be good as ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                   ... as a made for tv ...                   |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     make     |               good intentions made a film ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                 ... film might be one of ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                    ... films ever made .                     |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     have     |                  film has great actors ...                   |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     have     |             ... ought to have thrilled both ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    thrill    |             ... to have thrilled both senses ...             |    exhilarate.v.01     |    0.25    |    0.0     |    0.75    |
|     care     |                   ... might deeply care .                    |      manage.v.02       |    0.0     |    0.0     |    1.0     |
|     fail     |                     ... the film fails .                     |       fail.v.01        |    0.0     |   0.125    |   0.875    |
|     lack     |               movie lacks visual interest ...                |       miss.v.06        |   0.125    |    0.0     |   0.875    |
|  underline   |       ... patriotism that underlines the narrative ...       |     underline.v.02     |    0.0     |    0.0     |    1.0     |
|     have     |                  actress has been worse ...                  |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |               actress has been worse used ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     use      |              ... been worse used that june ...               |        use.v.01        |    0.0     |    0.0     |    1.0     |
|    enjoy     |                  , i enjoy watching it ...                   |       love.v.02        |    1.0     |    0.0     |    0.0     |
|    watch     |                  ... i enjoy watching it .                   |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |                     , this is a bad ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... movie that is just plain ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     act      |            ... and horrible acting make this ...             |        act.v.01        |    0.0     |    0.0     |    1.0     |
|     make     |            ... horrible acting make this one ...             |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     suck     |                      dialogue sucked .                       |      absorb.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |             ... it can be called that-sucked ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     call     |               ... can be called that-sucked .                |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|     suck     |                     soundtrack sucked .                      |      absorb.v.04       |    0.0     |    0.0     |    1.0     |
|     act      |                       acting sucked .                        |        act.v.01        |    0.0     |    0.0     |    1.0     |
|     suck     |                       acting sucked .                        |      absorb.v.04       |    0.0     |    0.0     |    1.0     |
|   sequence   |              concert sequences just sucked ...               |     sequence.v.01      |    0.0     |    0.0     |    1.0     |
|     suck     |                 ... sequences just sucked .                  |      absorb.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |                          was nice .                          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                         was funny .                          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                       was so funny ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |              ... this movie was cheap trash ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                 this movie is not funny ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   consider   |        ... funny , considering the ridiculousness ...        |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     come     |                       came out of ...                        |      arrive.v.01       |    0.0     |    0.0     |    1.0     |
|     feel     |                  ... of it feeling angry .                   |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|      be      |                ... can't ) be said about ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     say      |                  ... ) be said about it ...                  |       state.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |            ... , surface is superbly crafted ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    craft     |                  ... is superbly crafted .                   |       craft.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |            cinematography is simply stunning ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     stun     |               ... is simply stunning ( to ...                |       stun.v.03        |   0.125    |    0.25    |   0.625    |
|     say      |                  ... ( to say the least ...                  |       state.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                ... the fx are nothing if ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    offer     |               ... the show offers a little ...               |       offer.v.01       |    0.0     |    0.0     |    1.0     |
|    strike    |            ... sour note struck acting-wise , ...            |      affect.v.05       |   0.125    |   0.125    |    0.75    |
|   consider   |                  things considered , a ...                   |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      do      |                     ... very well done .                     |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                ... like this was done and ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |              ... this was done and released ...              |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|   release    |                   ... done and released .                    |      publish.v.02      |    0.0     |    0.0     |    1.0     |
|  understand  |              ... the less understood , even ...              |    understand.v.01     |   0.375    |    0.0     |   0.625    |
|   identify   |           ... matter how identified the should ...           |     identify.v.01      |    0.0     |    0.0     |    1.0     |
|     have     |              ... the should have felt with ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     feel     |               ... should have felt with it ...               |       feel.v.01        |   0.125    |    0.25    |   0.625    |
|     rank     |                     ranks highly as ...                      |       rate.v.01        |   0.125    |    0.25    |   0.625    |
|     give     |                 attention given to every ...                 |       give.v.18        |   0.125    |    0.0     |   0.875    |
|    detail    |           ... portrayals , detailing loyalty , ...           |      detail.v.01       |    0.0     |    0.0     |    1.0     |
|     hope     |                   ... , and hope , are ...                   |       hope.v.01        |   0.125    |   0.125    |    0.75    |
|      be      |                 ... hope , are tremendous .                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                     is an excellent ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |            ... this film is simply incredible ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     take     |                 truly take this journey ...                  |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|      be      |                   water is a thriller ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    manage    |         ... thriller that manages to completely ...          |      manage.v.02       |    0.0     |    0.0     |    1.0     |
|  transcend   |       ... to completely transcend it's limitations ...       |      exceed.v.02       |    0.0     |    0.0     |    1.0     |
|   subvert    |      ... by continually subverting expectations to ...       |     sabotage.v.01      |    0.0     |    0.0     |    1.0     |
|    emerge    |             ... expectations to emerge as an ...             |       issue.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |                performances are real and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     grip     |               ... real and gripping , the ...                |     fascinate.v.02     |   0.375    |   0.125    |    0.5     |
|      be      |           ... the crocdodile is extremely well ...           |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      do      |             ... extremely well done , indeed ...             |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                ... water website is to be ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... is to be believed that's ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   believe    |            ... to be believed that's because ...             |       think.v.01       |    0.0     |    0.0     |    1.0     |
|     use      |             ... because they used real crocs ...             |        use.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |               ... swamp location is fabulous .               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    enjoy     |                thoroughly enjoyed it when ...                |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     take     |        ... christopher eccleston took control of ...         |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|      be      |                ... what he was trying to ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     try      |                 ... he was trying to do ...                  |        try.v.01        |    0.0     |    0.0     |    1.0     |
|      do      |                ... trying to do with this ...                |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                      it was to turn ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     turn     |                 ... was to turn my good ...                  |   change_state.v.01    |    0.0     |    0.0     |    1.0     |
|   disturb    |          ... night of disturbing memories than ...           |      agitate.v.06      |    0.0     |    0.0     |    1.0     |
|    guess     |              ... than i guess he succeeded ...               |     estimate.v.01      |    0.0     |    0.0     |    1.0     |
|   succeed    |                   ... guess he succeeded .                   |      succeed.v.01      |   0.125    |    0.0     |   0.875    |
|      be      |                         is a lot ...                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                       was forced , ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    force     |                    was forced , like ...                     |       push.v.01        |    0.0     |    0.0     |    1.0     |
|      's      |                       's where the ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     get      |                don't even get me started ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    start     |                ... get me started on the ...                 |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|     saw      |                       i saw it in ...                        |        saw.v.01        |    0.0     |    0.0     |    1.0     |
|    think     |               ... theater i thought i was ...                |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                ... thought i was going to ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      go      |                  ... i was going to be ...                   |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                    ... going to be sick .                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     say      |                   ... , i said i'd let ...                   |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     let      |                ... said i'd let that one ...                 |        let.v.01        |    0.0     |    0.0     |    1.0     |
|      go      |                      ... that one go .                       |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     act      |                      acting was bad ...                      |        act.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                       acting was bad .                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   ... , which was worse .                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    amaze     |                    amazing finale to ...                     |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|    cease     |                  never ceases to amaze ...                   |        end.v.01        |    0.0     |    0.0     |    1.0     |
|    amaze     |                   ... ceases to amaze me .                   |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|      be      |                        is one of ...                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |            ... three films was nothing short ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                ... every scene was like a ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    appeal    |         ... most visually appealing movies i've ...          |      attract.v.02      |   0.625    |    0.0     |   0.375    |
|     see      |                     ... i've ever seen .                     |        see.v.05        |   0.125    |    0.0     |   0.875    |
|      be      |                ... three films are awesome .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                     have to mention ...                      |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|   mention    |                 have to mention this and ...                 |       note.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                   ... and it is a huge ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                 ... , i loved the ending ...                 |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     end      |                ... loved the ending , how ...                |        end.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |            ... three films were the remaining ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    remain    |           ... were the remaining survivors of ...            |     leftover.s.01      |   0.125    |    0.5     |   0.375    |
|    watch     |                ... old man watching it on ...                |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|   solidify   |            ... tv , solidifying his happiness ...            |     solidify.v.02      |    0.0     |    0.0     |    1.0     |
|     deal     |               ... which he dealt with for ...                |      manage.v.02       |    0.0     |    0.0     |    1.0     |
|    think     |                   couldn't think of a ...                    |       think.v.02       |   0.125    |    0.0     |   0.875    |
|     end      |                 ... way to end the film ...                  |        end.v.01        |    0.0     |    0.0     |    1.0     |
|     wrap     |                  ... way to wrap up an ...                   |      envelop.v.01      |    0.0     |    0.0     |    1.0     |
|    amaze     |                ... up an amazing film and ...                |      perplex.v.01      |   0.125    |    0.25    |   0.625    |
|  recommend   |                    recommend this for ...                    |     recommend.v.01     |    0.0     |   0.125    |   0.875    |
|     love     |              ... everyone who loves film , ...               |       love.v.02        |    1.0     |    0.0     |    0.0     |
|    vomit     |             literally vomited while watching ...             |       vomit.v.01       |    0.0     |    0.0     |    1.0     |
|    watch     |           ... vomited while watching this film ...           |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|    think     |                       think i was ...                        |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                    think i was one of ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     find     |            ... people who found this another ...             |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    award     |                  ... , as awarded , was ...                  |       award.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |                 ... awarded , was stunning .                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     stun     |                     ... , was stunning .                     |       stun.v.03        |   0.125    |    0.25    |   0.625    |
|      be      |                 story which was told so ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     tell     |             ... which was told so eloquently ...             |       state.v.01       |    0.0     |    0.0     |    1.0     |
|    unfold    |            ... , really unfolds gradually and ...            |      unfold.v.04       |    0.0     |    0.0     |    1.0     |
|     leaf     |            ... gradually and leaves room for ...             |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|   develop    |                 ... characters to develop .                  |     originate.v.01     |    0.0     |    0.0     |    1.0     |
|     lie      |           ... wonderful location lies a story ...            |        lie.v.01        |    0.0     |    0.0     |    1.0     |
|    direct    |            ... a beautiful directed film from ...            |      target.v.01       |    0.0     |    0.0     |    1.0     |
|  translate   |                  translating movies for ...                  |    understand.v.03     |    0.0     |    0.0     |    1.0     |
|      be      |                ... and this is the first ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     work     |          ... my 5-year working experience that ...           |       shape.v.02       |    0.0     |    0.0     |    1.0     |
|     find     |              ... that i found offensive to ...               |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|    strive    |            when someone strives for greatness ...            |      strive.v.02       |    0.0     |    0.25    |    0.75    |
|   deliver    |               ... , but delivers a muddled ...               |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|    muddle    |               ... delivers a muddled ( and ...               |       addle.v.01       |    0.0     |   0.375    |   0.625    |
|     get      |                ... then you get the worst ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|    define    |             ... very accurately defined as " ...             |      specify.v.02      |    0.0     |    0.0     |    1.0     |
|     find     |                those who find this movie ...                 |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|     say      |                 ... can only say - it's ...                  |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     use      |              ... you obviously used to try ...               |        use.v.01        |    0.0     |    0.0     |    1.0     |
|     try      |                 ... used to try and make ...                 |        try.v.01        |    0.0     |    0.0     |    1.0     |
|     make     |               ... try and make some sense ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     try      |                ... nature to try and make ...                |        try.v.01        |    0.0     |    0.0     |    1.0     |
|     make     |                ... try and make sense of ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|   tolerate   |        ... i can tolerate political incorrectness ...        |      digest.v.03       |    0.0     |    0.5     |    0.5     |
|      be      |            ... female character was just too ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                        is such a ...                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|  entertain   |                   entertaining at all ...                    |     entertain.v.01     |   0.125    |    0.0     |   0.875    |
|   feature    |                  features an outlandish ...                  |       have.v.02        |    0.0     |    0.0     |    1.0     |
|     get      |               ... enjoyment we get to see ...                |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     see      |                 ... get to see them run ...                  |        see.v.05        |   0.125    |    0.0     |   0.875    |
|     run      |                ... see them run around , ...                 |       tend.v.01        |    0.5     |   0.125    |   0.375    |
|      be      |                   ... , and be dangerous .                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                    even has its sweet ...                    |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |             ... repair man was really funny ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |            ... bitchy boss were truly genuine ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |           ... this film are tremendously well ...            |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     play     |                ... tremendously well played .                |        act.v.03        |    0.0     |    0.0     |    1.0     |
|      do      |                  i really did find them ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|     find     |              ... really did find them funny ...              |      detect.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                      is actually a ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                      is a brilliant ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     end      |                 ... brilliant twist ending .                 |        end.v.01        |    0.0     |    0.0     |    1.0     |
|     love     |                         i love it .                          |       love.v.02        |    1.0     |    0.0     |    0.0     |
|     end      |                       ending is so ...                       |        end.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                      ending is so , ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     shed     |                ... ... you'll shed a tear ...                |       shed.v.01        |    0.0     |    0.0     |    1.0     |
|      be      |                      am so thrilled ...                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    thrill    |               am so thrilled after seeing ...                |    exhilarate.v.01     |    0.25    |    0.0     |    0.75    |
|     see      |            ... thrilled after seeing a movie ...             |        see.v.05        |   0.125    |    0.0     |   0.875    |
|    forget    |                 will never forget it now ...                 |      forget.v.04       |    0.0     |    0.0     |    1.0     |
|      be      |                       is not just ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   ... ... it is a cult ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     have     |                      has more depth ...                      |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                malta settings are as dry ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                     movie is terrible .                      |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               hockey scenes are terrible , ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     play     |          ... , defensemen playing like they're ...           |        act.v.03        |    0.0     |    0.0     |    1.0     |
|     dive     |              ... , goalies diving at shots ...               |       dive.v.02        |    0.0     |    0.0     |    1.0     |
|      be      |                ... shots that are 10 feet ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     see      |                ... that haven't seen it , ...                |        see.v.05        |   0.125    |    0.0     |   0.875    |
|    waste     |               ... , don't waste your time ...                |       waste.v.01       |   0.125    |    0.0     |   0.875    |
|     call     |                     call this movie ...                      |      predict.v.01      |    0.0     |    0.0     |    1.0     |
|      be      |                 ... a drama is ridiculous !                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    start     |                      watching this ...                       |     get_down.v.07      |    0.0     |    0.0     |    1.0     |
|    watch     |                    watching this but ...                     |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|   believe    |              ... but didn't believe in any ...               |       think.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                        was a very ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     give     |                  ... and it gave me the ...                  |       give.v.18        |   0.125    |    0.0     |   0.875    |
|      be      |               ... that i was watching play ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    watch     |              ... i was watching play rather ...              |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |                  characters were very ' ...                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |               ... the storyline was a lot ...                |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    waylay    |         ... the pyromaniac waylaid the assistant ...         |      ambush.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |              ... assistant i was bored and ...               |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     bore     |                ... i was bored and didn't ...                |       bore.v.01        |   0.125    |    0.0     |   0.875    |
|    happen    |             ... care what happened next and ...              |      happen.v.01       |    0.0     |    0.0     |    1.0     |
|    switch    |                   ... so i switched off .                    |      switch.v.03       |    0.0     |    0.0     |    1.0     |
|     pay      |                   i didn't pay to see ...                    |        pay.v.01        |    0.0     |    0.0     |    1.0     |
|     see      |                     ... pay to see it .                      |        see.v.05        |   0.125    |    0.0     |   0.875    |
|    smile     |                   ... or even smile once .                   |       smile.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                       is a really ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    watch     |                     ... show to watch .                      |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |                   is very educational ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                   is definitely super ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                       pretty funny ...                       |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                     bop is very cute ...                     |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |                    kids are very cool ...                    |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     cool     |                   ... are very cool too .                    |       cool.v.01        |    0.0     |    0.0     |    1.0     |
